nome,latitude,longitude,sigla
Socorro Municipal Airport,34.022499,-106.903,ONM
Ontario Municipal Airport,44.0198,-117.013289,ONO
Newport Municipal Airport,44.580399,-124.057999,ONP
Ontario International Airport,34.056,-117.600998,ONT
Olney Municipal Airport,33.350899,-98.819199,ONY
Oskaloosa Municipal Airport,41.2262,-92.493896,OOA
Miami-Opa Locka Executive Airport,25.907,-80.278397,OPF
St Landry Parish Ahart Field,30.558399,-92.099403,OPL
Quonset State Airport,41.597099304199,-71.412101745605,NCO
Kakoro(Koroko) Airstrip,-7.83466666667,146.5335,KOR
Chicago O'Hare International Airport,41.9786,-87.9048,ORD
Norfolk International Airport,36.895341,-76.201,ORF
Worcester Regional Airport,42.2673,-71.875702,ORH
Orlando Executive Airport,28.5455,-81.332901,ORL
Orcas Island Airport,48.708199,-122.910004,ESD
Mount Pleasant Regional Airport,33.095501,-94.961502,MPS
Oscoda Wurtsmith Airport,44.451599,-83.394096,OSC
Wittman Regional Airport,43.98440170288086,-88.55699920654297,OSH
The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,OSU
Kosciusko Attala County Airport,33.090302,-89.542,OSX
Worthington Municipal Airport,43.65477,-95.577364,OTG
Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,OTH
Ottumwa Regional Airport,41.106368,-92.449837,OTM
University of Oklahoma Westheimer Airport,35.2456,-97.472099,OUN
Oroville Municipal Airport,39.487800598145,-121.62200164795,OVE
Owatonna Degner Regional Airport,44.123402,-93.260597,OWA
Owensboro Daviess County Airport,37.74010086,-87.16680145,OWB
Norwood Memorial Airport,42.1904983521,-71.1728973389,OWD
Central Maine/Norridgewock Airport,44.7155,-69.866501,OWK
Ocean City Municipal Airport,38.310398101807,-75.124000549316,OCE
Waterbury Oxford Airport,41.47859954834,-73.135200500488,OXC
Miami University Airport,39.50230026,-84.78440094,OXD
Oxnard Airport,34.200801849365,-119.20700073242,OXR
Olga Bay Seaplane Base,57.161499,-154.229996,KOY
St Marys Municipal Airport,41.412498474121,-78.502601623535,STQ
Ozona Municipal Airport,30.735300064087,-101.20300292969,OZA
Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,OZR
Uiju Airport,40.150013,124.501104,UJU
Samjiyŏn Airport,41.907132,128.409834,YJS
Orang (Chongjin) Airport,41.428538,129.647555,RGO
Bisbee Municipal Airport,31.3640003204,-109.883003235,BSQ
Polacca Airport,35.7916984558,-110.422996521,PXL
San Carlos Apache Airport,33.3531,-110.667,GLB
Holbrook Municipal Airport,34.940700531,-110.138000488,HBK
Cochise County Airport,32.24539948,-109.8949966,CWX
Cottonwood Airport,34.73,-112.035004,CTW
Seattle Paine Field International Airport,47.9063,-122.281998,PAE
Barkley Regional Airport,37.06079864501953,-88.7738037109375,PAH
Tyndall Air Force Base,30.069599,-85.575401,PAM
Payson Airport,34.256801605225,-111.33899688721,PJB
Palo Alto Airport of Santa Clara County,37.461101532,-122.114997864,PAO
Point Baker Seaplane Base,56.351898,-133.623001,KPB
"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643,PBF
Plattsburgh International Airport,44.6509017944336,-73.46810150146484,PBG
Palm Beach International Airport,26.683201,-80.095596,PBI
Pike County-Hatcher Field,37.5617981,-82.56639862,PVL
Prairie Du Chien Municipal Airport,43.019298553467,-91.12370300293,PCD
DeKalb Peachtree Airport,33.87633,-84.30213,PDK
Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,PDT
Portland International Airport,45.588699,-122.598,PDX
Yapsiei Airport,-4.6280555555600005,141.094166667,KPE
Pecos Municipal Airport,31.382400512695,-103.51100158691,PEQ
Page Municipal Airport,36.924234,-111.447716,PGA
Charlotte County Airport,26.9202,-81.990501,PGD
Kirk Field,36.06290054,-90.50779724,PGR
Pitt Greenville Airport,35.635535,-77.384262,PGV
Harry Clever Field,40.470901489258,-81.419700622559,PHD
Newport News Williamsburg International Airport,37.131901,-76.492996,PHF
Robert F Swinnie Airport,33.4516983032,-79.5261993408,ADR
Palm Beach County Glades Airport,26.78499985,-80.69339752,PHK
Philadelphia International Airport,39.871899,-75.241096,PHL
St Clair County International Airport,42.9109993,-82.52890015,PHN
Philip Airport,44.048599243164,-101.59899902344,PHP
Henry County Airport,36.3381996155,-88.38289642330001,PHT
Phoenix Sky Harbor International Airport,33.435302,-112.005905,PHX
General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,PIA
Hattiesburg Laurel Regional Airport,31.4671,-89.337097,PIB
St. Petersburg Clearwater International Airport,27.9102,-82.687401,PIE
Pocatello Regional Airport,42.9098014831543,-112.59600067138672,PIH
Harris County Airport,32.8406982422,-84.8824005127,PIM
Pierre Regional Airport,44.38270187,-100.2860031,PIR
Pittsburgh International Airport,40.491501,-80.232903,PIT
Mid Ohio Valley Regional Airport,39.3451,-81.439201,PKB
Park Rapids Municipal Konshok Field,46.9006,-95.073095,PKD
Park Falls Municipal Airport,45.955001831055,-90.42440032959,PKF
Kapal Airport,-8.630184,142.823756,KPL
M. Graham Clark Downtown Airport,36.62590027,-93.22889709,PLK
Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,PLN
St Clair County Airport,33.558799743652,-86.249099731445,PLR
Pembina Municipal Airport,48.9425010681,-97.2407989502,PMB
Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999,PMD
Greater Portsmouth Regional Airport,38.8404998779,-82.84729766850002,PMH
Pompano Beach Airpark,26.247100830078,-80.111099243164,PPM
Ralph Wenz Field,42.79550171,-109.8069992,PWY
Ponca City Regional Airport,36.73199844,-97.09980011,PNC
Northeast Philadelphia Airport,40.082406,-75.010614,PNE
Princeton Municipal Airport,45.200698852539,-67.564399719238,PNN
Pensacola International Airport,30.4734,-87.1866,PNS
Pope Field,35.170898,-79.014503,POB
Brackett Field,34.091598510742,-117.78199768066,POC
Polk Army Air Field,31.0447998,-93.1917038,POE
Poplar Bluff Municipal Airport,36.773899,-90.324898,POF
Pocahontas Municipal Airport,42.742802,-94.647301,POH
Dutchess County Airport,41.6265983581543,-73.88420104980469,POU
Powell Municipal Airport,44.867198944092,-108.79299926758,POY
Perry Lefors Field,35.612998962402,-100.99600219727,PPA
Tri-City Airport,37.32989883,-95.5062027,PPF
La Porte Municipal Airport,41.5724983215,-86.73449707030001,LPO
Presque Isle International Airport,46.688999,-68.0448,PQI
Trent Lott International Airport,30.462799072266,-88.529197692871,PGL
Port Williams Seaplane Base,58.490101,-152.582001,KPR
Paso Robles Municipal Airport,35.67290115,-120.6269989,PRB
Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998,PRC
Perry Municipal Airport,41.82799911,-94.15989685,PRO
Cox Field,33.636600494385,-95.450798034668,PRX
Mid-State Regional Airport,40.884399,-78.087303,PSB
Tri Cities Airport,46.264702,-119.119003,PSC
Pittsfield Municipal Airport,42.4268,-73.2929,PSF
New River Valley Airport,37.137298583984,-80.678497314453,PSK
Portsmouth International at Pease Airport,43.0778999329,-70.8233032227,PSM
Palestine Municipal Airport,31.779699325562,-95.706298828125,PSN
Stevens Field,37.28630066,-107.0559998,PGO
Palm Springs International Airport,33.8297,-116.507004,PSP
Palacios Municipal Airport,28.727500915527,-96.250999450684,PSX
Dinwiddie County Airport,37.183799743652,-77.507400512695,PTB
Oakland County International Airport,42.665500640869,-83.420097351074,PTK
Harry P Williams Memorial Airport,29.709499359131,-91.338996887207,PTN
Atkinson Municipal Airport,37.449501,-94.731102,PTS
Pratt Regional Airport,37.70159912,-98.74690247,PTT
Porterville Municipal Airport,36.029598236084,-119.06300354004,PTV
Heritage Field,40.239601,-75.556702,PTW
Pueblo Memorial Airport,38.289101,-104.497002,PUB
Carbon County Regional Airport / Buck Davis Field,39.613899,-110.751,PUC
Pullman Moscow Regional Airport,46.7439,-117.110001,PUW
Provincetown Municipal Airport,42.0718994141,-70.2213973999,PVC
Theodore Francis Green State Airport,41.725038,-71.425668,PVD
Placerville Airport,38.724201202393,-120.75299835205,PVF
Provo-Utah Lake International Airport,40.2192,-111.723,PVU
Hale County Airport,34.168098,-101.717003,PVW
Wiley Post Airport,35.53419876,-97.64710236,PWA
Sher-Wood Airport,48.790298461914,-104.53399658203,PWD
Chicago Executive Airport,42.114222,-87.901494,PWK
Portland International Jetport,43.646198,-70.309303,PWM
Bremerton National Airport,47.490200042725,-122.76499938965,PWT
Port Bailey Seaplane Base,57.931257,-153.040838,KPY
Plymouth Municipal Airport,41.909,-70.728798,PYM
Aban Uqua Airportse,-14.735092,-91.112751,QKA
Kol Airport,-5.73116666667,144.846,KQL
Chuja Port Heliport,33.941188,126.324899,JCJ
John H Batten Airport,42.7606010437,-87.8152008057,RAC
Riverside Municipal Airport,33.9519,-117.445,RAL
Rapid City Regional Airport,44.0452995300293,-103.05699920654295,RAP
Dallas Executive Airport,32.6809005737,-96.8682022095,RBD
Roseburg Regional Airport,43.2388000488,-123.356002808,RBG
Red Bluff Municipal Airport,40.1506996155,-122.251998901,RBL
Lowcountry Regional Airport,32.921001434299995,-80.6406021118,RBW
Ellsworth Air Force Base,44.14500046,-103.1039963,RCA
H H Coffield Regional Airport,30.6315994263,-96.9897003174,RCK
Fulton County Airport,41.0656013489,-86.18170166019999,RCR
Nartron Field,43.9000015259,-85.5167007446,RCT
Redding Municipal Airport,40.50899887,-122.2929993,RDD
Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,RDG
Roberts Field,44.2541008,-121.1500015,RDM
Grand Forks Air Force Base,47.961101532,-97.4011993408,RDR
Raleigh Durham International Airport,35.877602,-78.787498,RDU
Rome State Airport,42.5777015686,-117.885002136,REO
Chicago Rockford International Airport,42.1954,-89.097198,RFD
Rooke Field,28.2936,-97.322998,RFG
Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,RHI
Reid-Hillview Airport of Santa Clara County,37.332901001,-121.819000244,RHV
Richmond International Airport,37.505199,-77.319702,RIC
Richmond Municipal Airport,39.757198,-84.842796,RID
Richfield Municipal Airport,38.734068,-112.101603,RIF
Garfield County Regional Airport,39.526299,-107.726997,RIL
Flabob Airport,33.9897,-117.411003,RIR
March Air Reserve Base,33.880699,-117.259003,RIV
Central Wyoming Regional Airport,43.064201,-108.459999,RIW
Karawari Airstrip,-4.59666666667,143.5225,KRJ
Knox County Regional Airport,44.060101,-69.099197,RKD
Aransas County Airport,28.0867996216,-97.0446014404,RKP
Robert S Kerr Airport,35.021599,-94.6213,RKR
Southwest Wyoming Regional Airport,41.5942,-109.065001,RKS
Rockwood Municipal Airport,35.9222984314,-84.6896972656,RKW
Richland Airport,46.305599,-119.304001,RLD
Griffiss International Airport,43.23379898,-75.40699768,RME
Richard B Russell Airport,34.3506011963,-85.15799713130001,RMG
Warren County Memorial Airport,35.69869995,-85.84380341,RNC
Randolph Air Force Base,29.529699,-98.2789,RND
New Richmond Regional Airport,45.1483,-92.538101,RNH
Reno Tahoe International Airport,39.4991,-119.767998,RNO
Renton Municipal Airport,47.4930992126,-122.216003418,RNT
Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,ROA
Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,ROC
Rogers Municipal Airport-Carter Field,36.37229919,-94.10690308,ROG
Roswell Air Center Airport,33.301601,-104.530998,ROW
Roseau Municipal Rudy Billberg Field,48.855999,-95.696999,ROX
Rice Lake Regional Airport - Carl's Field,45.423024,-91.773127,RIE
Roundup Airport,46.475095,-108.541497,RPX
Roben Hood Airport,43.7225990295,-85.50409698490002,WBR
El Reno Regional Airport,35.472698,-98.005798,RQO
Merrill Municipal Airport,45.1988983154,-89.7128982544,RRL
Warroad International Memorial Airport,48.94139862,-95.3483963,RRT
Russell Municipal Airport,38.872100830078,-98.811798095703,RSL
Ruston Regional Airport,32.514187,-92.588517,RSN
Rochester International Airport,43.908298,-92.5,RST
Southwest Florida International Airport,26.53619956970215,-81.75520324707031,RSW
Raton Municipal Airport / Crews Field,36.741501,-104.501999,RTN
Kerau Airport,-8.271612,147.071899,KRU
Mid-Carolina Regional Airport,35.645901,-80.520302,SRW
Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,RUT
Mifflin County Airport,40.6773986816,-77.6268005371,RED
Richard Lloyd Jones Jr Airport,36.039600372314,-95.984596252441,RVS
Redwood Falls Municipal Airport,44.547199,-95.082298,RWF
Rocky Mount Wilson Regional Airport,35.8563,-77.891899,RWI
Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,RWL
Rexburg Madison County Airport,43.8339,-111.805002,RXE
Jasper County Airport,40.9478988647,-87.1826019287,RNZ
Ashland Municipal Airport-Sumner Parker Field,42.190265,-122.660648,AHM
Bandon State Airport,43.08649826,-124.4079971,BDY
Sunriver Airport,43.876301,-121.453003,SUO
Madras Municipal Airport,44.67020035,-121.1549988,MDJ
Prineville Airport,44.286998748779,-120.90399932861,PRZ
Idaho County Airport,45.9426,-116.123001,IDH
Shively Field,41.444901,-106.823997,SAA
Sacramento Executive Airport,38.5125007629,-121.492996216,SAC
Safford Regional Airport,32.85480118,-109.6350021,SAD
Santa Fe Municipal Airport,35.6171,-106.088997,SAF
San Diego International Airport,32.7336006165,-117.190002441,SAN
Sparta Community Airport - Hunter Field,38.148899,-89.6987,SAR
San Antonio International Airport,29.533701,-98.469803,SAT
Savannah Hilton Head International Airport,32.127602,-81.202103,SAV
Marquette/Sawyer International Airport,46.3536,-87.395401,MQT
Santa Barbara Municipal Airport,34.426201,-119.839996,SBA
San Bernardino International Airport,34.095402,-117.235001,SBD
Sheboygan County Memorial Airport,43.76959991,-87.85140228,SBM
South Bend Regional Airport,41.708698,-86.317299,SBN
San Luis County Regional Airport,35.2368011475,-120.641998291,SBP
Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,SBS
Shelby Airport,48.5406990051,-111.871002197,SBX
Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,SBY
Scribner State Airport,41.610298156738,-96.629898071289,SCB
Schenectady County Airport,42.852500915527,-73.928901672363,SCH
Stockton Metropolitan Airport,37.893279,-121.238079,SCK
Louisville Muhammad Ali International Airport,38.1744,-85.736,SDF
Scottsdale Airport,33.622898101807,-111.91100311279,SCF
Brown Field Municipal Airport,32.572639,-116.980019,SDM
Sidney - Richland Regional Airport,47.705141,-104.194422,SDY
Seattle–Tacoma International Airport,47.447943,-122.310276,SEA
Gillespie Field,32.826198577881,-116.97200012207,SEE
Sebring Regional Airport,27.45639992,-81.3423996,SEF
Penn Valley Airport,40.820598602295,-76.863899230957,SEG
Craig Field,32.343898773193,-86.987800598145,SEM
Stephenville Clark Regional Airport,32.215302,-98.177696,SEP
Freeman Municipal Airport,38.923599243164,-85.907402038574,SER
Sedona Airport,34.848598480225,-111.78800201416,SDX
Orlando Sanford International Airport,28.7775993347168,-81.23750305175781,SFB
Felts Field,47.682899,-117.321925,SFF
Sanford Seacoast Regional Airport,43.393901824951,-70.708000183105,SFM
San Francisco International Airport,37.619806,-122.374821,SFO
North Central State Airport,41.9207992554,-71.49140167239999,SFZ
Springfield Branson National Airport,37.245701,-93.388603,SGF
Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,SGH
Northeast Florida Regional Airport,29.9592,-81.339798,UST
Sugar Land Regional Airport,29.622299194336,-95.65650177002,SGR
Stuttgart Municipal Airport / Carl Humphrey Field,34.599499,-91.574997,SGT
St George Regional Airport,37.036389,-113.510306,SGU
Shenandoah Valley Regional Airport,38.263802,-78.8964,SHD
Sanderson Field,47.233600616455,-123.14800262451,SHN
Sheridan County Airport,44.76919937133789,-106.9800033569336,SHR
Shreveport Regional Airport,32.446602,-93.8256,SHV
Sikeston Memorial Municipal Airport,36.898899078369,-89.561798095703,SIK
Sullivan County Airport,39.1147,-87.448303,SIV
Siskiyou County Airport,41.781399,-122.468002,SIY
Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,SJC
St Johns Industrial Air Park,34.51860046,-109.3789978,SJN
San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,SJT
Fairchild Air Force Base,47.615101,-117.655998,SKA
Lackland Air Force Base,29.38419914,-98.58110046,SKF
Taos Regional Airport,36.452494,-105.67749,TSM
Storm Lake Municipal Airport,42.5973014832,-95.2406997681,SLB
Salt Lake City International Airport,40.78886,-111.979866,SLC
Salem Municipal Airport/McNary Field,44.9095,-123.002998,SLE
Smith Field,36.191898,-94.489998,SLG
Adirondack Regional Airport,44.38691,-74.204629,SLK
Salina Municipal Airport,38.79100036621094,-97.6521987915039,SLN
Salem–Leckrone Airport,38.642899,-88.964203,SLO
Sulphur Springs Municipal Airport,33.159801483154,-95.621101379395,SLR
Smith Field,41.14339828,-85.15280151,SMD
Lake Cumberland Regional Airport,37.0533981323,-84.6158981323,SME
Sacramento International Airport,38.6954,-121.591003,SMF
Lemhi County Airport,45.122233,-113.88196,SMN
Santa Monica Municipal Airport,34.0158,-118.450996,SMO
Sumter Airport,33.994998931885,-80.361297607422,SUM
Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,SMX
John Wayne Orange County International Airport,33.675701,-117.867996,SNA
Winston Field,32.690212,-100.948918,SNK
Shawnee Regional Airport,35.357898712158,-96.942802429199,SNL
Salinas Municipal Airport,36.662799835205,-121.60600280762,SNS
Sidney Municipal Airport Lloyd W Carr Field,41.101299,-102.985001,SNY
Moore County Airport,35.237184,-79.389381,SOP
Show Low Regional Airport,34.264062,-110.007091,SOW
Kosipe Airport,-8.450716,147.209195,KSP
Spartanburg Downtown Memorial Airport,34.915699005127,-81.956497192383,SPA
Black Hills Airport-Clyde Ice Field,44.48030090332,-103.78299713135,SPF
Albert Whitted Airport,27.7651,-82.626999,SPG
Abraham Lincoln Capital Airport,39.844101,-89.677902,SPI
Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.491898,SPS
Spencer Municipal Airport,43.165500640869,-95.202796936035,SPW
Whiteside County Airport - Joseph H Bittorf Field,41.742175,-89.673629,SQI
San Carlos Airport,37.51313,-122.250838,SQL
Searcy Municipal Airport,35.210602,-91.737503,SRC
Sarasota Bradenton International Airport,27.394631,-82.554359,SRQ
Sierra Blanca Regional Airport,33.462799,-105.535004,RUI
Shaw Air Force Base,33.972698,-80.470596,SSC
Stinson Municipal Airport,29.336999893188,-98.471099853516,SSF
St Simons Island Airport,31.1518,-81.391296,SSI
Saint Cloud Regional Airport,45.5466,-94.059898,STC
Stevens Point Municipal Airport,44.5452003479,-89.530296325684,STE
Rosecrans Memorial Airport,39.771900177002,-94.909698486328,STJ
Sterling Municipal Airport,40.613497,-103.263833,STK
St Louis Lambert International Airport,38.748697,-90.370003,STL
Saint Paul Downtown Holman Field,44.93479,-93.060036,STP
Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,STS
Witham Field,27.18169975,-80.22109985,SUA
Stroud Municipal Airport,35.789600372314,-96.655700683594,SUD
Door County Cherryland Airport,44.84370041,-87.42150116,SUE
Friedman Memorial Airport,43.50439835,-114.2959976,SUN
Spirit of St Louis Airport,38.662102,-90.652,SUS
Travis Air Force Base,38.262699,-121.927002,SUU
Richard I Bong Memorial Airport,46.688612,-92.095041,SUW
Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,SUX
Grant County Airport,32.636701,-108.154736,SVC
Susanville Municipal Airport,40.375702,-120.572998,SVE
Statesville Regional Airport,35.765301,-80.953903,SVH
Hunter Army Air Field,32.00999832,-81.14569855,SVN
New York Stewart International Airport,41.504101,-74.104797,SWF
Stillwater Regional Airport,36.162132,-97.085581,SWO
Avenger Field,32.467399597168,-100.46700286865,SWW
Bomar Field Shelbyville Municipal Airport,35.56010056,-86.44249725,SYI
Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,SYR
Sylvester Airport,31.558500289917,-83.895698547363,SYV
Whiteman Air Force Base,38.730301,-93.547897,SZL
Tuba City Airport,36.091146,-111.38286,TBC
Perry Stokes Airport,37.2593994141,-104.341003418,TAD
Thorne Bay Seaplane Base,55.682762,-132.532883,KTB
Waynesville-St. Robert Regional Airport-Forney Field,37.7416,-92.140701,TBN
Statesboro Bulloch County Airport,32.4827003479,-81.73690032959999,TBR
Katiola Airport,8.132858,-5.06487,KTC
Tucumcari Municipal Airport,35.182800293,-103.602996826,TCC
Tuscaloosa National Airport,33.2206,-87.611397,TCL
McChord Air Force Base,47.137699,-122.475998,TCM
Truth or Consequences Municipal Airport,33.2369,-107.272003,TCS
Ed Carlson Memorial Field South Lewis County Airport,46.4771995544,-122.805999756,TDO
Tradewind Airport,35.1698989868,-101.825996399,TDW
Toledo Executive Airport,41.56489944,-83.4822998,TDZ
Teterboro Airport,40.850101,-74.060799,TEB
Telluride Regional Airport,37.9538,-107.907997,TEX
Tullahoma Regional Arpt/Wm Northern Field,35.38010025,-86.24639893,THA
Thompson Falls Airport,47.573501586914,-115.28099822998,THM
York Airport,39.917,-76.873001,THV
Tinker Air Force Base,35.4147,-97.386597,TIK
Tacoma Narrows Airport,47.267407,-122.577295,TIW
Space Coast Regional Airport,28.514799118042,-80.799201965332,TIX
Kennett Memorial Airport,36.2258987427,-90.0365982056,KNT
Tallahassee Regional Airport,30.3965,-84.350304,TLH
Mefford Field,36.15629959,-119.3259964,TLR
Henry Tift Myers Airport,31.4290008545,-83.4885025024,TMA
Miami Executive Airport,25.6479,-80.4328,TMB
Tillamook Airport,45.4182014465,-123.814002991,OTK
Twentynine Palms Airport,34.133901,-115.947347,TNP
Dade Collier Training and Transition Airport,25.861799240112,-80.897003173828,TNT
Newton Municipal Airport,41.6744,-93.021698,TNU
Tonopah Test Range Airport,37.7988014221,-116.78099823,XSD
Zamperini Field,33.803398132324,-118.33999633789,TOA
Toccoa Airport - R.G. Letourneau Field,34.5938,-83.295799,TOC
Troy Municipal Airport at N Kenneth Campbell Field,31.860399,-86.012101,TOI
Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,TOL
Philip Billard Municipal Airport,39.069899,-95.622606,TOP
Torrington Municipal Airport,42.0644989,-104.1529999,TOR
Tampa International Airport,27.9755,-82.533203,TPA
Peter O Knight Airport,27.915599822998,-82.44930267334,TPF
Tonopah Airport,38.06019974,-117.086998,TPH
Draughon Miller Central Texas Regional Airport,31.1525,-97.407799,TPL
Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,TRI
Truckee Tahoe Airport,39.318628,-120.140562,TKF
Terrell Municipal Airport,32.709201812744,-96.267402648926,TRL
Jacqueline Cochran Regional Airport,33.62670135498,-116.16000366211,TRM
Trenton Municipal Airport,40.0835,-93.590599,TRX
Tehachapi Municipal Airport,35.134998321533,-118.43900299072,TSP
Portland Troutdale Airport,45.54940032959,-122.40100097656,TTD
Trenton Mercer Airport,40.27669906616211,-74.8134994506836,TTN
Tulsa International Airport,36.19839859008789,-95.88809967041016,TUL
Tupelo Regional Airport,34.26810073852539,-88.7698974609375,TUP
Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,TUS
Cherry Capital Airport,44.74140167236328,-85.58219909667969,TVC
Thief River Falls Regional Airport,48.065701,-96.184998,TVF
Thomasville Regional Airport,30.901599884033,-83.881301879883,TVI
Lake Tahoe Airport,38.89390182495117,-119.99500274658205,TVL
Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,TWF
Texarkana Regional Airport (Webb Field),33.453701,-93.990997,TXK
Taylor Airport,34.45280075,-110.1149979,TYZ
Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,TYR
McGhee Tyson Airport,35.811001,-83.994003,TYS
Bullfrog Basin Airport,37.547827,-110.712898,BFG
J. Randy McKnight Nephi Municipal Airport,39.73681,-111.870063,NPH
Green River Municipal Airport,38.9613990784,-110.226997375,RVR
Panguitch Municipal Airport,37.84519958,-112.3919983,PNU
Cascade Airport,44.4938011169,-116.01599884,ICS
Columbus Lowndes County Airport,33.4654006958,-88.3803024292,UBS
Everett-Stewart Regional Airport,36.38180161,-88.98539734,UCY
Bermuda Dunes Airport,33.748492,-116.275027,UDD
Waukesha County Airport,43.041000366211,-88.237098693848,UES
Waukegan National Airport,42.422199249268,-87.867897033691,UGN
Quillayute Airport,47.936599731445,-124.56300354004,UIL
Quincy Regional Baldwin Field,39.94269943,-91.19460297,UIN
Wilkes County Airport,36.2228012085,-81.09829711910001,IKB
Ukiah Municipal Airport,39.125999,-123.200996,UKI
Quakertown Airport,40.4352,-75.381897,UKT
New Ulm Municipal Airport,44.319599151611,-94.502296447754,ULM
Ohio University Airport,39.211839,-82.22949,ATO
Dodge County Airport,43.42660141,-88.70320129,UNU
University Park Airport,40.849374,-77.84852,SCE
Franklin County Airport,35.205101013184,-85.898101806641,UOS
University Oxford Airport,34.384300231934,-89.536796569824,UOX
Kupiano Airport,-10.0736,148.218,KUP
Tunica Municipal Airport,34.680999755859,-90.346702575684,UTM
Huntsville Regional Airport,30.7469005585,-95.5871963501,HTV
Newport State Airport,41.532398,-71.281502,NPT
Garner Field,29.2112998962,-99.743598938,UVA
Kuyol Airport,-5.372361111110001,141.623888889,KUX
Rock Hill - York County Airport,34.9878006,-81.05719757,RKH
Moody Air Force Base,30.9678001404,-83.1930007935,VAD
South Jersey Regional Airport,39.942902,-74.845703,LLY
Vandenberg Space Force Base,34.737301,-120.584,VBG
Victoria Regional Airport,28.85260009765625,-96.9185028076172,VCT
Southern California Logistics Airport,34.597499847399995,-117.383003235,VCV
Vidalia Regional Airport,32.192699432373,-82.371200561523,VDI
Kitava Airport,-8.6285,151.327,KVE
Vernal Regional Airport,40.440899,-109.510002,VEL
North Las Vegas Metropolitan International Airport,36.210701,-115.194,VGT
Culberson County Airport,31.057800292969,-104.78399658203,VHN
Rolla National Airport,38.1273994446,-91.7695007324,VIH
Visalia Municipal Airport,36.318699,-119.392998,VIS
Virginia Highlands Airport,36.687099,-82.033302,VJI
Vicksburg Municipal Airport,32.23929977417,-90.928398132324,VKS
Vandalia Municipal Airport,38.991501,-89.166199,VLA
Valdosta Regional Airport,30.78249931335449,-83.27670288085938,VLD
Venice Municipal Airport,27.071599960327,-82.440299987793,VNC
Van Nuys Airport,34.209800720215,-118.48999786377,VNY
Volk Field,43.938999176025,-90.253402709961,VOK
Destin-Fort Walton Beach Airport,30.4832,-86.525398,VPS
Porter County Municipal Airport,41.45399857,-87.00710297,VPZ
Cecil Airport,30.2187,-81.876701,VQQ
Vero Beach Regional Airport,27.6556,-80.417901,VRB
Hartness State Airport,43.343601,-72.517303,VSF
Miller Field,42.856211,-100.549192,VTN
Illinois Valley Regional Airport Walter A Duncan Field,41.351898,-89.153099,VYS
Gettysburg Regional Airport,39.841222,-77.274699,GTY
Sequim Valley Airport,48.098098754883,-123.18699645996,SQV
Grant County Airport,38.9948997498,-79.1458969116,PGC
Wallops Flight Facility Airport,37.940813,-75.462255,WAL
Greene County Airport,39.90112,-80.130733,WAY
Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,WBW
Enid Woodring Regional Airport,36.3791999817,-97.7910995483,WDG
Barrow County Airport,33.98289871,-83.66739655,WDR
Waterfall Seaplane Base,55.296299,-133.242996,KWF
Whiteman Airport,34.2593,-118.413002,WHP
General William J Fox Airfield,34.7411,-118.219002,WJF
Strother Field,37.168598,-97.037598,WLD
Willows Glenn County Airport,39.51639938,-122.2180023,WLW
Winnemucca Municipal Airport,40.8965988159,-117.805999756,WMC
West Point Village Seaplane Base,57.7700996399,-153.548995972,KWP
Robins Air Force Base,32.640099,-83.591904,WRB
Mc Guire Air Force Base,40.0155983,-74.59169769,WRI
Worland Municipal Airport,43.965698,-107.950996,WRL
Westerly State Airport,41.349602,-71.803398,WST
Watsonville Municipal Airport,36.9356994629,-121.790000916,WVI
Waterville Robert Lafleur Airport,44.5331993103,-69.6754989624,WVL
Cape May County Airport,39.0084991455,-74.9083023071,WWD
